Identifier;DimensionGroupId;DimensionId;Index;Title;Description
WP2060;18;Woonplaatsen;1908;Sint-Michielsgestel;
WP2787;18;Woonplaatsen;1909;Sint-Oedenrode;
WP2688;18;Woonplaatsen;1910;Sirjansland;
WP3512;18;Woonplaatsen;1911;Sittard;
WP2732;18;Woonplaatsen;1912;Skingen;
WP1564;18;Woonplaatsen;1913;Slagharen;
WP2733;18;Woonplaatsen;1914;Slappeterp;
WP2162;18;Woonplaatsen;1915;Sleen;
WP2217;18;Woonplaatsen;1916;Sleeuwijk;
WP1229;18;Woonplaatsen;1917;Slenaken;
WP2438;18;Woonplaatsen;1918;Sliedrecht;
WP1738;18;Woonplaatsen;1919;Slijkenburg;
WP1871;18;Woonplaatsen;1920;Slijk-Ewijk;
WP1358;18;Woonplaatsen;1921;Slochteren;
WP2435;18;Woonplaatsen;1922;Slootdorp;
WP1684;18;Woonplaatsen;1923;Sloten;
WP2962;18;Woonplaatsen;1924;Sluis;
WP1135;18;Woonplaatsen;1925;Sluiskil;
WP2334;18;Woonplaatsen;1926;Smakt;
WP3288;18;Woonplaatsen;1927;Smalle Ee;
WP2420;18;Woonplaatsen;1928;Smallebrugge;
WP3021;18;Woonplaatsen;1929;Smilde;
WP1200;18;Woonplaatsen;1930;Snakkerburen;
WP3504;18;Woonplaatsen;1931;Sneek;
WP1912;18;Woonplaatsen;1932;Snelrewaard;
WP2509;18;Woonplaatsen;1933;Snikzwaag;
WP1569;18;Woonplaatsen;1934;Soerendonk;
WP1013;18;Woonplaatsen;1935;Soest;
WP1014;18;Woonplaatsen;1936;Soesterberg;
WP2745;18;Woonplaatsen;1937;Someren;
WP3145;18;Woonplaatsen;1938;Sommelsdijk;
WP3520;18;Woonplaatsen;1939;Son en Breugel;
WP1685;18;Woonplaatsen;1940;Sondel;
WP1739;18;Woonplaatsen;1941;Sonnega;
WP3534;18;Woonplaatsen;1942;Spaarndam;
WP2908;18;Woonplaatsen;1943;Spaarndam gem. Haarlem;
WP2792;18;Woonplaatsen;1944;Spanbroek;
WP1740;18;Woonplaatsen;1945;Spanga;
WP1505;18;Woonplaatsen;1946;Spankeren;
WP2030;18;Woonplaatsen;1947;Spannum;
WP1671;18;Woonplaatsen;1948;Spaubeek;
WP3022;18;Woonplaatsen;1949;Spier;
WP3120;18;Woonplaatsen;1950;Spier;
WP1190;18;Woonplaatsen;1951;Spierdijk;
WP2980;18;Woonplaatsen;1952;Spijk;
WP3241;18;Woonplaatsen;1953;Spijk;
WP2356;18;Woonplaatsen;1954;Spijk;
WP3032;18;Woonplaatsen;1955;Spijkenisse;
WP1180;18;Woonplaatsen;1956;Spijkerboor;
WP2286;18;Woonplaatsen;1957;Spijkerboor;
WP2596;18;Woonplaatsen;1958;Sprang-Capelle;
WP2583;18;Woonplaatsen;1959;Sprundel;
WP1136;18;Woonplaatsen;1960;Spui;
WP3146;18;Woonplaatsen;1961;Stad aan 't Haringvliet;
WP3074;18;Woonplaatsen;1962;Stadskanaal;
WP1247;18;Woonplaatsen;1963;Stampersgat;
WP1324;18;Woonplaatsen;1964;Standdaarbuiten;
WP1046;18;Woonplaatsen;1965;Staphorst;
WP3555;18;Woonplaatsen;1966;Starnmeer;
WP3452;18;Woonplaatsen;1967;Startenhuizen;
WP3481;18;Woonplaatsen;1968;Startenhuizen;
WP2075;18;Woonplaatsen;1969;Stavenisse;
WP1969;18;Woonplaatsen;1970;Stavoren;
WP3453;18;Woonplaatsen;1971;Stedum;
WP1502;18;Woonplaatsen;1972;De Steeg;
WP1405;18;Woonplaatsen;1973;Steenbergen;
WP3634;18;Woonplaatsen;1974;Steenbergen;
WP1359;18;Woonplaatsen;1975;Steendam;
WP1526;18;Woonplaatsen;1976;Steenderen;
WP2608;18;Woonplaatsen;1977;Steenenkamer;
WP2995;18;Woonplaatsen;1978;Steensel;
WP2713;18;Woonplaatsen;1979;Steenwijk;
WP2714;18;Woonplaatsen;1980;Steenwijkerwold;
WP2553;18;Woonplaatsen;1981;Stegeren;
WP1741;18;Woonplaatsen;1982;Steggerda;
WP1913;18;Woonplaatsen;1983;Stein;
WP2933;18;Woonplaatsen;1984;Stellendam;
WP1316;18;Woonplaatsen;1985;Sterksel;
WP2084;18;Woonplaatsen;1986;Stevensbeek;
WP1922;18;Woonplaatsen;1987;Stevensweert;
WP1475;18;Woonplaatsen;1988;Steyl;
WP2163;18;Woonplaatsen;1989;Stieltjeskanaal;
WP3230;18;Woonplaatsen;1990;Stiens;
WP3482;18;Woonplaatsen;1991;Stitswerd;
WP2210;18;Woonplaatsen;1992;Stokkum;
WP2388;18;Woonplaatsen;1993;Stolwijk;
WP1890;18;Woonplaatsen;1994;Stompetoren;
WP2639;18;Woonplaatsen;1995;Stoutenburg;
WP1667;18;Woonplaatsen;1996;Stoutenburg Noord;
WP1975;18;Woonplaatsen;1997;Stramproy;
WP1805;18;Woonplaatsen;1998;Streefkerk;
WP2620;18;Woonplaatsen;1999;Striep;
WP3435;18;Woonplaatsen;2000;Strijbeek;
WP2797;18;Woonplaatsen;2001;Strijen;
WP2798;18;Woonplaatsen;2002;Strijensas;
WP1059;18;Woonplaatsen;2003;Stroe;
WP3180;18;Woonplaatsen;2004;Stroobos;
WP3023;18;Woonplaatsen;2005;Stuifzand;
WP1819;18;Woonplaatsen;2006;Stuifzand;
WP2453;18;Woonplaatsen;2007;Sumar;
WP3181;18;Woonplaatsen;2008;Surhuisterveen;
WP3182;18;Woonplaatsen;2009;Surhuizum;
WP2045;18;Woonplaatsen;2010;Susteren;
WP2448;18;Woonplaatsen;2011;Suwâld;
WP2283;18;Woonplaatsen;2012;Swalmen;
WP2104;18;Woonplaatsen;2013;Sweikhuizen;
WP1204;18;Woonplaatsen;2014;Swichum;
WP2431;18;Woonplaatsen;2015;Swifterbant;
WP1859;18;Woonplaatsen;2016;Swolgen;
WP2918;19;Woonplaatsen;2017;Taarlo;
WP3472;19;Woonplaatsen;2018;Teeffelen;
WP1203;19;Woonplaatsen;2019;Teerns;
WP1474;19;Woonplaatsen;2020;Tegelen;
WP2182;19;Woonplaatsen;2021;Terband;
WP1577;19;Woonplaatsen;2022;Terborg;
WP2578;19;Woonplaatsen;2023;Terheijden;
WP2537;19;Woonplaatsen;2024;Terherne;
WP3096;19;Woonplaatsen;2025;Terhole;
WP2510;19;Woonplaatsen;2026;Terkaple;
WP3242;19;Woonplaatsen;2027;Termunten;
WP3243;19;Woonplaatsen;2028;Termunterzijl;
WP3411;19;Woonplaatsen;2029;Ternaard;
WP1137;19;Woonplaatsen;2030;Terneuzen;
WP2511;19;Woonplaatsen;2031;Teroele;
WP3598;19;Woonplaatsen;2032;Terschuur;
WP2538;19;Woonplaatsen;2033;Tersoal;
WP3355;19;Woonplaatsen;2034;Terwispel;
WP2609;19;Woonplaatsen;2035;Terwolde;
WP3623;19;Woonplaatsen;2036;Teteringen;
WP2610;19;Woonplaatsen;2037;Teuge;
WP1832;19;Woonplaatsen;2038;Thesinge;
WP2071;19;Woonplaatsen;2039;Tholen;
WP1916;19;Woonplaatsen;2040;Thorn;
WP3601;19;Woonplaatsen;2041;Tiel;
WP1820;19;Woonplaatsen;2042;Tiendeveen;
WP3024;19;Woonplaatsen;2043;Tiendeveen;
WP2065;19;Woonplaatsen;2044;Tienhoven;
WP2107;19;Woonplaatsen;2045;Tienhoven aan de Lek;
WP1860;19;Woonplaatsen;2046;Tienray;
WP3356;19;Woonplaatsen;2047;Tijnje;
WP3276;19;Woonplaatsen;2048;De Tike;
WP1043;19;Woonplaatsen;2049;Tilburg;
WP1416;19;Woonplaatsen;2050;Tilligte;
WP2473;19;Woonplaatsen;2051;Tinallinge;
WP1211;19;Woonplaatsen;2052;Tinte;
WP3591;19;Woonplaatsen;2053;Tirns;
WP2422;19;Woonplaatsen;2054;Tjalhuizum;
WP2184;19;Woonplaatsen;2055;Tjalleberd;
WP2512;19;Woonplaatsen;2056;Tjerkgaast;
WP2324;19;Woonplaatsen;2057;Tjerkwerd;
WP1360;19;Woonplaatsen;2058;Tjuchem;
WP2345;19;Woonplaatsen;2059;Tolbert;
WP1531;19;Woonplaatsen;2060;Toldijk;
WP2981;19;Woonplaatsen;2061;Tolkamer;
WP1279;19;Woonplaatsen;2062;Tollebeek;
WP1110;19;Woonplaatsen;2063;Tonden;
WP3454;19;Woonplaatsen;2064;Toornwerd;
WP3531;19;Woonplaatsen;2065;Tricht;
WP3314;19;Woonplaatsen;2066;Triemen;
WP2276;19;Woonplaatsen;2067;Tripscompagnie;
WP1294;19;Woonplaatsen;2068;Tubbergen;
WP3366;19;Woonplaatsen;2069;Tuil;
WP3292;19;Woonplaatsen;2070;Tuitjenhorn;
WP2715;19;Woonplaatsen;2071;Tuk;
WP2055;19;Woonplaatsen;2072;Tull en 't Waal;
WP2611;19;Woonplaatsen;2073;Twello;
WP3183;19;Woonplaatsen;2074;Twijzel;
WP3184;19;Woonplaatsen;2075;Twijzelerheide;
WP3157;19;Woonplaatsen;2076;Twisk;
WP2919;19;Woonplaatsen;2077;Tynaarlo;
WP2447;19;Woonplaatsen;2078;Tytsjerk;
WP1362;19;Woonplaatsen;2079;Tzum;
WP1377;19;Woonplaatsen;2080;Tzummarum;
WP2395;20;Woonplaatsen;2081;Ubbena;
WP2879;20;Woonplaatsen;2082;Ubbergen;
WP3562;20;Woonplaatsen;2083;Uddel;
WP1847;20;Woonplaatsen;2084;Uden;
WP1045;20;Woonplaatsen;2085;Udenhout;
WP3121;20;Woonplaatsen;2086;Uffelte;
WP2256;20;Woonplaatsen;2087;Ugchelen;
WP1947;20;Woonplaatsen;2088;Uitdam;
WP2755;20;Woonplaatsen;2089;Uitgeest;
WP2062;20;Woonplaatsen;2090;Uithoorn;
WP3483;20;Woonplaatsen;2091;Uithuizen;
WP3484;20;Woonplaatsen;2092;Uithuizermeeden;
WP2423;20;Woonplaatsen;2093;Uitwellingerga;
WP3304;20;Woonplaatsen;2094;Uitwijk;
WP1465;20;Woonplaatsen;2095;Ulestraten;
WP1580;20;Woonplaatsen;2096;Ulft;
WP2884;20;Woonplaatsen;2097;Ulicoten;
WP3425;20;Woonplaatsen;2098;Ulrum;
WP1704;20;Woonplaatsen;2099;Ulvenhout;
WP3436;20;Woonplaatsen;2100;Ulvenhout AC;
WP3357;20;Woonplaatsen;2101;Ureterp;
WP2143;20;Woonplaatsen;2102;Urk;
WP1915;20;Woonplaatsen;2103;Urmond;
WP1891;20;Woonplaatsen;2104;Ursem;
WP1191;20;Woonplaatsen;2105;Ursem;
WP3485;20;Woonplaatsen;2106;Usquert;
WP3295;20;Woonplaatsen;2107;Utrecht;
WP1429;21;Woonplaatsen;2108;Vaals;
WP1345;21;Woonplaatsen;2109;Vaassen;
WP1872;21;Woonplaatsen;2110;Valburg;
WP1709;21;Woonplaatsen;2111;Valkenburg;
WP1718;21;Woonplaatsen;2112;Valkenburg;
WP1100;21;Woonplaatsen;2113;Valkenswaard;
WP1800;21;Woonplaatsen;2114;Valthe;
WP1801;21;Woonplaatsen;2115;Valthermond;
WP1781;21;Woonplaatsen;2116;2e Valthermond;
WP3367;21;Woonplaatsen;2117;Varik;
WP1582;21;Woonplaatsen;2118;Varsselder;
WP1574;21;Woonplaatsen;2119;Varsseveld;
WP1295;21;Woonplaatsen;2120;Vasse;
WP2234;21;Woonplaatsen;2121;Veelerveen;
WP1956;21;Woonplaatsen;2122;Veen;
WP1240;21;Woonplaatsen;2123;Veendam;
WP2048;21;Woonplaatsen;2124;Veenendaal;
WP3277;21;Woonplaatsen;2125;De Veenhoop;
WP1651;21;Woonplaatsen;2126;Veenhuizen;
WP3171;21;Woonplaatsen;2127;Veeningen;
WP3315;21;Woonplaatsen;2128;Veenklooster;
WP1999;21;Woonplaatsen;2129;Veenoord;
WP2783;21;Woonplaatsen;2130;Veere;
WP2866;21;Woonplaatsen;2131;Veessen;
WP2513;21;Woonplaatsen;2132;Vegelinsoord;
WP2827;21;Woonplaatsen;2133;Veghel;
WP2520;21;Woonplaatsen;2134;'t Veld;
WP1631;21;Woonplaatsen;2135;Velddriel;
WP1547;21;Woonplaatsen;2136;Den Velde;
WP3142;21;Woonplaatsen;2137;Velden;
WP1384;21;Woonplaatsen;2138;Veldhoven;
WP3198;21;Woonplaatsen;2139;Velp;
WP1500;21;Woonplaatsen;2140;Velp;
WP3538;21;Woonplaatsen;2141;Velsen-Noord;
WP3536;21;Woonplaatsen;2142;Velsen-Zuid;
WP2839;21;Woonplaatsen;2143;Velserbroek;
WP1565;21;Woonplaatsen;2144;Venebrugge;
WP3139;21;Woonplaatsen;2145;Venhorst;
WP1512;21;Woonplaatsen;2146;Venhuizen;
WP1473;21;Woonplaatsen;2147;Venlo;
WP2335;21;Woonplaatsen;2148;Venray;
WP2481;21;Woonplaatsen;2149;Ven-Zelderheide;
WP2996;21;Woonplaatsen;2150;Vessem;
WP2211;21;Woonplaatsen;2151;Vethuizen;
WP2336;21;Woonplaatsen;2152;Veulen;
WP2843;21;Woonplaatsen;2153;Vianen;
WP1455;21;Woonplaatsen;2154;Vianen NB;
WP1532;21;Woonplaatsen;2155;Vierakker;
WP2985;21;Woonplaatsen;2156;Vierhouten;
WP3426;21;Woonplaatsen;2157;Vierhuizen;
WP1223;21;Woonplaatsen;2158;Vierlingsbeek;
WP2369;21;Woonplaatsen;2159;Vierpolders;
WP1613;21;Woonplaatsen;2160;Vijfhuizen;
WP1431;21;Woonplaatsen;2161;Vijlen;
WP2554;21;Woonplaatsen;2162;Vilsteren;
WP1743;21;Woonplaatsen;2163;Vinkega;
WP3063;21;Woonplaatsen;2164;Vinkel;
WP3612;21;Woonplaatsen;2165;Vinkel;
WP2555;21;Woonplaatsen;2166;Vinkenbuurt;
WP3550;21;Woonplaatsen;2167;Vinkeveen;
WP2127;21;Woonplaatsen;2168;Visvliet;
WP1015;21;Woonplaatsen;2169;Vlaardingen;
WP2298;21;Woonplaatsen;2170;Vlagtwedde;
WP3122;21;Woonplaatsen;2171;Vledder;
WP3123;21;Woonplaatsen;2172;Vledderveen;
WP3078;21;Woonplaatsen;2173;Vledderveen;
WP3296;21;Woonplaatsen;2174;Vleuten;
WP3299;21;Woonplaatsen;2175;Vlieland;
WP1775;21;Woonplaatsen;2176;Vlierden;
WP3503;21;Woonplaatsen;2177;Vlijmen;
WP1078;21;Woonplaatsen;2178;Vlissingen;
WP2389;21;Woonplaatsen;2179;Vlist;
WP2595;21;Woonplaatsen;2180;Vlodrop;
WP1855;21;Woonplaatsen;2181;Voerendaal;
WP2651;21;Woonplaatsen;2182;Vogelenzang;
WP3095;21;Woonplaatsen;2183;Vogelwaarde;
WP1748;21;Woonplaatsen;2184;Volendam;
WP1848;21;Woonplaatsen;2185;Volkel;
WP2716;21;Woonplaatsen;2186;Vollenhove;
WP3087;21;Woonplaatsen;2187;Vondelingenplaat Rotterdam;
WP1622;21;Woonplaatsen;2188;Voorburg;
WP2004;21;Woonplaatsen;2189;Voorhout;
WP3231;21;Woonplaatsen;2190;Voorschoten;
WP1586;21;Woonplaatsen;2191;Voorst;
WP2612;21;Woonplaatsen;2192;Voorst;
WP3599;21;Woonplaatsen;2193;Voorthuizen;
WP2867;21;Woonplaatsen;2194;Vorchten;
WP3573;21;Woonplaatsen;2195;Vorden;
WP3064;21;Woonplaatsen;2196;Vorstenbosch;
WP1224;21;Woonplaatsen;2197;Vortum-Mullem;
WP2226;21;Woonplaatsen;2198;Vragender;
WP1181;21;Woonplaatsen;2199;Vredenheim;
WP2337;21;Woonplaatsen;2200;Vredepeel;
WP3525;21;Woonplaatsen;2201;Vreeland;
WP2912;21;Woonplaatsen;2202;Vries;
WP2235;21;Woonplaatsen;2203;Vriescheloo;
WP3325;21;Woonplaatsen;2204;Vriezenveen;
WP3326;21;Woonplaatsen;2205;Vroomshoop;
WP2672;21;Woonplaatsen;2206;Vrouwenakker;
WP3334;21;Woonplaatsen;2207;Vrouwenparochie;
WP2784;21;Woonplaatsen;2208;Vrouwenpolder;
WP1619;21;Woonplaatsen;2209;Vught;
WP2357;21;Woonplaatsen;2210;Vuren;
WP2031;22;Woonplaatsen;2211;Waaksens;
WP1809;22;Woonplaatsen;2212;Waal;
WP2739;22;Woonplaatsen;2213;De Waal;
WP1006;22;Woonplaatsen;2214;Waalre;
WP2597;22;Woonplaatsen;2215;Waalwijk;
WP1895;22;Woonplaatsen;2216;'t Waar;
WP3466;22;Woonplaatsen;2217;Waarde;
WP3368;22;Woonplaatsen;2218;Waardenburg;
WP2478;22;Woonplaatsen;2219;Waarder;
WP3305;22;Woonplaatsen;2220;Waardhuizen;
WP3293;22;Woonplaatsen;2221;Waarland;
WP3412;22;Woonplaatsen;2222;Waaxens;
WP2165;22;Woonplaatsen;2223;Wachtum;
WP3051;22;Woonplaatsen;2224;Waddinxveen;
WP2559;22;Woonplaatsen;2225;Wadenoijen;
WP2579;22;Woonplaatsen;2226;Wagenberg;
WP3244;22;Woonplaatsen;2227;Wagenborgen;
WP2006;22;Woonplaatsen;2228;Wageningen;
WP1719;22;Woonplaatsen;2229;Walem;
WP3101;22;Woonplaatsen;2230;Walsoorden;
WP3269;22;Woonplaatsen;2231;Wâlterswâld;
WP1773;22;Woonplaatsen;2232;Wamel;
WP2717;22;Woonplaatsen;2233;Wanneperveen;
WP2085;22;Woonplaatsen;2234;Wanroij;
WP1861;22;Woonplaatsen;2235;Wanssum;
WP3210;22;Woonplaatsen;2236;Wânswert;
WP2868;22;Woonplaatsen;2237;Wapenveld;
WP3124;22;Woonplaatsen;2238;Wapse;
WP3125;22;Woonplaatsen;2239;Wapserveen;
WP1843;22;Woonplaatsen;2240;Warder;
WP3486;22;Woonplaatsen;2241;Warffum;
WP3427;22;Woonplaatsen;2242;Warfhuizen;
WP3316;22;Woonplaatsen;2243;Warfstermolen;
WP3294;22;Woonplaatsen;2244;Warmenhuizen;
WP3542;22;Woonplaatsen;2245;Warmond;
WP1971;22;Woonplaatsen;2246;Warns;
WP1396;22;Woonplaatsen;2247;Warnsveld;
WP2540;22;Woonplaatsen;2248;Warstiens;
WP2541;22;Woonplaatsen;2249;Warten;
WP1765;22;Woonplaatsen;2250;Waskemeer;
WP2598;22;Woonplaatsen;2251;Waspik;
WP1821;22;Woonplaatsen;2252;Wassenaar;
WP3126;22;Woonplaatsen;2253;Wateren;
WP1945;22;Woonplaatsen;2254;Watergang;
WP1022;22;Woonplaatsen;2255;Waterhuizen;
WP2664;22;Woonplaatsen;2256;Wateringen;
WP2963;22;Woonplaatsen;2257;Waterlandkerkje;
WP3551;22;Woonplaatsen;2258;Waverveen;
WP2236;22;Woonplaatsen;2259;Wedde;
WP2789;22;Woonplaatsen;2260;De Weere;
WP1417;22;Woonplaatsen;2261;Weerselo;
WP1974;22;Woonplaatsen;2262;Weert;
WP3631;22;Woonplaatsen;2263;Weesp;
WP3428;22;Woonplaatsen;2264;Wehe-den Hoorn;
WP3248;22;Woonplaatsen;2265;Wehl;
WP2032;22;Woonplaatsen;2266;Weidum;
WP2000;22;Woonplaatsen;2267;Weiteveen;
WP2771;22;Woonplaatsen;2268;Wekerom;
WP1632;22;Woonplaatsen;2269;Well;
WP1124;22;Woonplaatsen;2270;Well L;
WP1125;22;Woonplaatsen;2271;Wellerlooi;
WP1382;22;Woonplaatsen;2272;Welsum;
WP1470;22;Woonplaatsen;2273;Wemeldinge;
WP3561;22;Woonplaatsen;2274;Wenum Wiesel;
WP2539;22;Woonplaatsen;2275;Wergea;
WP2218;22;Woonplaatsen;2276;Werkendam;
WP2605;22;Woonplaatsen;2277;Werkhoven;
WP3491;22;Woonplaatsen;2278;Wernhout;
WP3565;22;Woonplaatsen;2279;Wervershoof;
WP1381;22;Woonplaatsen;2280;Wesepe;
WP1919;22;Woonplaatsen;2281;Wessem;
WP2172;22;Woonplaatsen;2282;Westbeemster;
WP2939;22;Woonplaatsen;2283;Westbroek;
WP1802;22;Woonplaatsen;2284;Westdorp;
WP1138;22;Woonplaatsen;2285;Westdorpe;
WP1575;22;Woonplaatsen;2286;Westendorp;
WP2086;22;Woonplaatsen;2287;Westerbeek;
WP3025;22;Woonplaatsen;2288;Westerbork;
WP1023;22;Woonplaatsen;2289;Westerbroek;
WP3273;22;Woonplaatsen;2290;De Westereen;
WP3455;22;Woonplaatsen;2291;Westeremden;
WP3317;22;Woonplaatsen;2292;Westergeest;
WP3327;22;Woonplaatsen;2293;Westerhaar-Vriezenveensewijk;
WP1460;22;Woonplaatsen;2294;Westerhoven;
WP1490;22;Woonplaatsen;2295;Westerland;
WP1900;22;Woonplaatsen;2296;Westerlee;
WP3429;22;Woonplaatsen;2297;Westernieland;
WP1652;22;Woonplaatsen;2298;Westervelde;
WP1936;22;Woonplaatsen;2299;Westervoort;
WP3456;22;Woonplaatsen;2300;Westerwijtwerd;
WP1908;22;Woonplaatsen;2301;West-Graftdijk;
WP2424;22;Woonplaatsen;2302;Westhem;
WP3329;22;Woonplaatsen;2303;Westhoek;
WP2785;22;Woonplaatsen;2304;Westkapelle;
WP1881;22;Woonplaatsen;2305;Westknollendam;
WP2385;22;Woonplaatsen;2306;Westmaas;
WP2625;22;Woonplaatsen;2307;West-Terschelling;
WP1513;22;Woonplaatsen;2308;Westwoud;
WP1882;22;Woonplaatsen;2309;Westzaan;
WP2718;22;Woonplaatsen;2310;Wetering;
WP1606;22;Woonplaatsen;2311;Weteringbrug;
WP3413;22;Woonplaatsen;2312;Wetsens;
WP2474;22;Woonplaatsen;2313;Wetsinge;
WP2750;22;Woonplaatsen;2314;Weurt;
WP3073;22;Woonplaatsen;2315;Wezep;
WP2166;22;Woonplaatsen;2316;Wezup;
WP2167;22;Woonplaatsen;2317;Wezuperbrug;
WP3572;22;Woonplaatsen;2318;Wichmond;
WP2734;22;Woonplaatsen;2319;Wier;
WP1087;22;Woonplaatsen;2320;Wierden;
WP3187;22;Woonplaatsen;2321;Wieringerwaard;
WP2436;22;Woonplaatsen;2322;Wieringerwerf;
WP3414;22;Woonplaatsen;2323;Wierum;
WP2564;22;Woonplaatsen;2324;Wijchen;
WP1686;22;Woonplaatsen;2325;Wijckel;
WP1514;22;Woonplaatsen;2326;Wijdenes;
WP2288;22;Woonplaatsen;2327;Wijdewormer;
WP1380;22;Woonplaatsen;2328;Wijhe;
WP3162;22;Woonplaatsen;2329;de Wijk;
WP3552;22;Woonplaatsen;2330;Wijk aan Zee;
WP1302;22;Woonplaatsen;2331;Wijk bij Duurstede;
WP1957;22;Woonplaatsen;2332;Wijk en Aalburg;
WP1236;22;Woonplaatsen;2333;Wijlre;
WP2893;22;Woonplaatsen;2334;Wijnaldum;
WP2361;22;Woonplaatsen;2335;Wijnandsrade;
WP2212;22;Woonplaatsen;2336;Wijnbergen;
WP1986;22;Woonplaatsen;2337;Wijngaarden;
WP3358;22;Woonplaatsen;2338;Wijnjewoude;
WP3026;22;Woonplaatsen;2339;Wijster;
WP1979;22;Woonplaatsen;2340;Wilbertoord;
WP1241;22;Woonplaatsen;2341;Wildervank;
WP3278;22;Woonplaatsen;2342;De Wilgen;
WP1827;22;Woonplaatsen;2343;Wilhelminadorp;
WP3127;22;Woonplaatsen;2344;Wilhelminaoord;
WP2719;22;Woonplaatsen;2345;Willemsoord;
WP1317;22;Woonplaatsen;2346;Willemstad;
WP1931;22;Woonplaatsen;2347;Wilnis;
WP2613;22;Woonplaatsen;2348;Wilp;
WP2260;22;Woonplaatsen;2349;De Wilp;
WP2898;22;Woonplaatsen;2350;Wilsum;
WP2920;22;Woonplaatsen;2351;Winde;
WP2820;22;Woonplaatsen;2352;Windraak;
WP2521;22;Woonplaatsen;2353;Winkel;
WP1836;22;Woonplaatsen;2354;Winneweer;
WP1471;22;Woonplaatsen;2355;Winschoten;
WP2753;22;Woonplaatsen;2356;Winssen;
WP2033;22;Woonplaatsen;2357;Winsum;
WP2475;22;Woonplaatsen;2358;Winsum;
WP2997;22;Woonplaatsen;2359;Wintelre;
WP1478;22;Woonplaatsen;2360;Winterswijk;
WP1486;22;Woonplaatsen;2361;Winterswijk Brinkheurne;
WP1487;22;Woonplaatsen;2362;Winterswijk Corle;
WP1485;22;Woonplaatsen;2363;Winterswijk Henxel;
WP1480;22;Woonplaatsen;2364;Winterswijk Huppel;
WP1482;22;Woonplaatsen;2365;Winterswijk Kotten;
WP1479;22;Woonplaatsen;2366;Winterswijk Meddo;
WP1484;22;Woonplaatsen;2367;Winterswijk Miste;
WP1481;22;Woonplaatsen;2368;Winterswijk Ratum;
WP1483;22;Woonplaatsen;2369;Winterswijk Woold;
WP3457;22;Woonplaatsen;2370;Wirdum;
WP3545;22;Woonplaatsen;2371;Wirdum;
WP3191;22;Woonplaatsen;2372;Wissenkerke;
WP2556;22;Woonplaatsen;2373;Witharen;
WP2325;22;Woonplaatsen;2374;Witmarsum;
WP2720;22;Woonplaatsen;2375;Witte Paarden;
WP3128;22;Woonplaatsen;2376;Wittelte;
WP1233;22;Woonplaatsen;2377;Wittem;
WP3027;22;Woonplaatsen;2378;Witteveen;
WP2034;22;Woonplaatsen;2379;Wiuwert;
WP2035;22;Woonplaatsen;2380;Wjelsryp;
WP1004;22;Woonplaatsen;2381;Woensdrecht;
WP1071;22;Woonplaatsen;2382;Woerden;
WP2669;22;Woonplaatsen;2383;Woerdense Verlaat;
WP3158;22;Woonplaatsen;2384;Wognum;
WP3245;22;Woonplaatsen;2385;Woldendorp;
WP2989;22;Woonplaatsen;2386;Wolfheze;
WP1828;22;Woonplaatsen;2387;Wolphaartsdijk;
WP2425;22;Woonplaatsen;2388;Wolsum;
WP1833;22;Woonplaatsen;2389;Woltersum;
WP1744;22;Woonplaatsen;2390;Wolvega;
WP2036;22;Woonplaatsen;2391;Wommels;
WP2326;22;Woonplaatsen;2392;Wons;
WP1965;22;Woonplaatsen;2393;Workum;
WP2287;22;Woonplaatsen;2394;Wormer;
WP1883;22;Woonplaatsen;2395;Wormerveer;
WP3043;22;Woonplaatsen;2396;Woubrugge;
WP1361;22;Woonplaatsen;2397;Woudbloem;
WP2269;22;Woonplaatsen;2398;de Woude;
WP2523;22;Woonplaatsen;2399;Woudenberg;
WP3306;22;Woonplaatsen;2400;Woudrichem;
WP2426;22;Woonplaatsen;2401;Woudsend;
WP1589;22;Woonplaatsen;2402;Wouw;
WP1592;22;Woonplaatsen;2403;Wouwse Plantage;
WP2442;22;Woonplaatsen;2404;Wyns;
WP1206;22;Woonplaatsen;2405;Wytgaard;
WP2921;23;Woonplaatsen;2406;Yde;
WP3467;23;Woonplaatsen;2407;Yerseke;
WP2427;23;Woonplaatsen;2408;Ypecolsga;
WP3592;23;Woonplaatsen;2409;Ysbrechtum;
WP2338;23;Woonplaatsen;2410;Ysselsteyn;
WP1139;24;Woonplaatsen;2411;Zaamslag;
WP1884;24;Woonplaatsen;2412;Zaandam;
WP1885;24;Woonplaatsen;2413;Zaandijk;
WP2897;24;Woonplaatsen;2414;Zalk;
WP2636;24;Woonplaatsen;2415;Zaltbommel;
WP2758;24;Woonplaatsen;2416;'t Zand;
WP1803;24;Woonplaatsen;2417;Zandberg;
WP3487;24;Woonplaatsen;2418;Zandeweer;
WP1745;24;Woonplaatsen;2419;Zandhuizen;
WP2001;24;Woonplaatsen;2420;Zandpol;
WP3458;24;Woonplaatsen;2421;'t Zandt;
WP1305;24;Woonplaatsen;2422;Zandvoort;
WP2213;24;Woonplaatsen;2423;Zeddam;
WP2922;24;Woonplaatsen;2424;Zeegse;
WP1850;24;Woonplaatsen;2425;Zeeland;
WP3459;24;Woonplaatsen;2426;Zeerijp;
WP1075;24;Woonplaatsen;2427;Zeewolde;
WP2585;24;Woonplaatsen;2428;Zegge;
WP1074;24;Woonplaatsen;2429;Zegveld;
WP2923;24;Woonplaatsen;2430;Zeijen;
